!k=p1-p2
T_R	N 
2.5	1.35307e+07
7.5	4.77091e+07
12.5	3.79465e+07
17.5	2.04053e+07
22.5	1.2296e+07
27.5	8.42422e+06
32.5	6.2719e+06
37.5	4.94828e+06
42.5	4.04957e+06
47.5	3.41398e+06
52.5	2.93986e+06
57.5	2.56744e+06
62.5	2.26997e+06
67.5	2.0266e+06
72.5	1.82264e+06
77.5	1.65053e+06
82.5	1.50209e+06
87.5	1.3748e+06
92.5	1.2636e+06
