!k=p1-p2
T_R	N 
2.5	1.21022e+07
7.5	4.6392e+07
12.5	3.69932e+07
17.5	1.99913e+07
22.5	1.2e+07
27.5	8.13036e+06
32.5	5.98379e+06
37.5	4.6588e+06
42.5	3.77295e+06
47.5	3.15082e+06
52.5	2.6913e+06
57.5	2.33512e+06
62.5	2.05204e+06
67.5	1.82358e+06
72.5	1.63479e+06
77.5	1.47328e+06
82.5	1.33754e+06
87.5	1.22011e+06
92.5	1.11851e+06
