!k=p1-p2
T_R	N 
0.15025	0.151453
0.15075	0.152018
0.15125	0.152475
0.15175	0.152985
0.15225	0.153384
0.15275	0.153918
0.15325	0.154469
0.15375	0.154934
0.15425	0.155372
0.15475	0.155963
0.15525	0.156375
0.15575	0.156963
0.15625	0.157423
0.15675	0.157906
0.15725	0.158396
0.15775	0.158919
0.15825	0.159392
0.15875	0.159849
0.15925	0.160291
0.15975	0.160873
0.16025	0.161348
0.16075	0.161962
0.16125	0.162387
0.16175	0.162908
0.16225	0.163367
0.16275	0.163777
0.16325	0.164312
0.16375	0.164901
0.16425	0.165411
0.16475	0.165763
0.16525	0.166334
0.16575	0.166805
0.16625	0.16731
0.16675	0.167808
0.16725	0.168419
0.16775	0.168822
0.16825	0.169297
0.16875	0.169691
0.16925	0.170281
0.16975	0.17081
0.17025	0.171299
0.17075	0.171875
0.17125	0.172291
0.17175	0.172733
0.17225	0.173262
0.17275	0.17379
0.17325	0.174338
0.17375	0.174864
0.17425	0.175297
0.17475	0.175813
0.17525	0.176409
0.17575	0.176764
0.17625	0.177313
0.17675	0.1778
0.17725	0.178247
0.17775	0.178794
0.17825	0.179327
0.17875	0.179702
0.17925	0.180186
0.17975	0.180817
0.18025	0.181258
0.18075	0.181758
0.18125	0.18229
0.18175	0.182779
0.18225	0.183253
0.18275	0.183624
0.18325	0.184196
0.18375	0.184778
0.18425	0.18516
0.18475	0.185677
0.18525	0.186266
0.18575	0.186734
0.18625	0.187221
0.18675	0.18768
0.18725	0.188241
0.18775	0.188692
0.18825	0.189247
0.18875	0.189705
0.18925	0.190196
0.18975	0.190768
0.19025	0.191144
0.19075	0.191723
0.19125	0.19217
0.19175	0.192753
0.19225	0.193253
0.19275	0.193663
0.19325	0.194141
0.19375	0.194721
0.19425	0.195268
0.19475	0.195663
0.19525	0.19631
0.19575	0.196723
0.19625	0.197187
0.19675	0.1977
0.19725	0.198169
0.19775	0.198623
0.19825	0.199048
0.19875	0.199652
0.19925	0.200156
