!k=p1-p2
T_R	N 
2.5	1.08855e+06
7.5	1.9688e+06
12.5	840080
17.5	440260
22.5	272814
27.5	188630
32.5	140605
37.5	109176
42.5	88344
47.5	74479
52.5	64007
57.5	56489
62.5	50105
67.5	44479
72.5	40443
77.5	36718
82.5	33915
87.5	31195
92.5	28926
