!k=p1-p2
T_R	N 
0.15075	0.15303
0.15125	0.152535
0.15175	0.153404
0.15225	0.153269
0.15275	0.15473
0.15325	0.15462
0.15375	0.155836
0.15425	0.155631
0.15475	0.156442
0.15525	0.157258
0.15575	0.156591
0.15625	0.157884
0.15675	0.158056
0.15725	0.159536
0.15775	0.159037
0.15825	0.159442
0.15875	0.160059
0.15925	0.160621
0.15975	0.16097
0.16025	0.162508
0.16075	0.161856
0.16125	0.162453
0.16175	0.163643
0.16225	0.164045
0.16275	0.165552
0.16325	0.164938
0.16375	0.165156
0.16425	0.165775
0.16475	0.166744
0.16525	0.166124
0.16575	0.166857
0.16625	0.167414
0.16675	0.16845
0.16725	0.168823
0.16775	0.169806
0.16825	0.171009
0.16875	0.171274
0.16925	0.170251
0.16975	0.170953
0.17025	0.171957
0.17075	0.171963
0.17125	0.172822
0.17175	0.173053
0.17225	0.173382
0.17275	0.17427
0.17325	0.175296
0.17375	0.175311
0.17425	0.175908
0.17475	0.176756
0.17525	0.175723
0.17575	0.177135
0.17625	0.177693
0.17675	0.178429
0.17725	0.178119
0.17775	0.179573
0.17825	0.179
0.17875	0.180835
0.17925	0.180658
0.17975	0.181562
0.18025	0.181807
0.18075	0
0.18125	0.182813
0.18175	0.182287
0.18225	0.183496
0.18275	0.184148
0.18325	0.185722
0.18375	0.185341
0.18425	0.185714
0.18475	0.186537
0.18525	0.186413
0.18575	0.18695
0.18625	0.187678
0.18675	0.188746
0.18725	0.188625
0.18775	0.188951
0.18825	0.189384
0.18875	0.190178
0.18925	0.191566
0.18975	0.191046
0.19025	0.190786
0.19075	0.192465
0.19125	0.192231
0.19175	0.193633
0.19225	0.193424
0.19275	0.193778
0.19325	0.19443
0.19375	0.194774
0.19425	0.195836
0.19475	0.195007
0.19525	0.196473
0.19575	0.196424
0.19625	0.198134
0.19675	0.198712
0.19725	0.197693
0.19775	0.199449
0.19825	0.199964
0.19875	0.200286
0.19925	0.200503
