!k=p1-p2
T_R	N 
2.5	1.01792e+06
7.5	1.91554e+06
12.5	848027
17.5	440894
22.5	273041
27.5	187502
32.5	138038
37.5	108072
42.5	87281
47.5	72507
52.5	62329
57.5	54513
62.5	48060
67.5	42903
72.5	39177
77.5	35877
82.5	32844
87.5	30379
92.5	27841
