!k=p1-p2
T_R	N 
0.15075	0.151935
0.15125	0.152489
0.15175	0.152938
0.15225	0.153471
0.15275	0.153973
0.15325	0.154419
0.15375	0.154953
0.15425	0.155401
0.15475	0.155918
0.15525	0.156472
0.15575	0.156887
0.15625	0.157397
0.15675	0.157898
0.15725	0.15837
0.15775	0.15891
0.15825	0.159358
0.15875	0.159843
0.15925	0.160385
0.15975	0.160893
0.16025	0.161382
0.16075	0.161886
0.16125	0.162392
0.16175	0.162904
0.16225	0.163338
0.16275	0.163879
0.16325	0.16438
0.16375	0.164836
0.16425	0.165409
0.16475	0.165862
0.16525	0.166378
0.16575	0.166859
0.16625	0.167325
0.16675	0.167774
0.16725	0.168317
0.16775	0.168849
0.16825	0.169294
0.16875	0.1698
0.16925	0.170348
0.16975	0.170839
0.17025	0.171354
0.17075	0.171842
0.17125	0.172288
0.17175	0.172837
0.17225	0.173277
0.17275	0.173788
0.17325	0.174335
0.17375	0.174806
0.17425	0.175344
0.17475	0.175805
0.17525	0.176318
0.17575	0.17679
0.17625	0.17735
0.17675	0.177787
0.17725	0.178322
0.17775	0.17879
0.17825	0.179311
0.17875	0.179776
0.17925	0.180258
0.17975	0.180807
0.18025	0.181246
0.18075	0.181793
0.18125	0.182264
0.18175	0.182821
0.18225	0.183281
0.18275	0.183777
0.18325	0.184242
0.18375	0.184785
0.18425	0.185201
0.18475	0.185751
0.18525	0.186274
0.18575	0.186733
0.18625	0.18721
0.18675	0.18777
0.18725	0.188193
0.18775	0.188736
0.18825	0.189241
0.18875	0.189767
0.18925	0.190238
0.18975	0.190721
0.19025	0.191264
0.19075	0.191722
0.19125	0.192234
0.19175	0.192751
0.19225	0.193196
0.19275	0.193718
0.19325	0.194213
0.19375	0.194681
0.19425	0.19524
0.19475	0.195639
0.19525	0.196254
0.19575	0.196652
0.19625	0.197168
0.19675	0.197726
0.19725	0.198203
0.19775	0.198667
0.19825	0.199223
0.19875	0.199736
0.19925	0.200195
